RAZAO_SOCIAL;ENDERECO;BAIRRO;BANDEIRA;PRECO_VENDA;PRECO_COMPRA;MODALIDADE_DE_COMPRA;FORNECEDOR;DATA_COLETA;CIDADE;UF;COMBUSTIVEL
Posto de Gasolina Nova Santos Dumont Ltda - Epp;Avenida Santos Dumont, 1513;Piabeta;BRANCA;3,899;NaN;-;-;14/09/2016;MAGE;RJ;Gasolina
Auto Posto Super Ltda;Praca Doutor Nilo Peçanha, 70;Centro;RAIZEN;3,989;NaN;-;-;14/09/2016;MAGE;RJ;Gasolina
Posto Roncador Ltda.;Rua João Valério, 766;Centro;PETROBRAS DISTRIBUIDORA S.A.;3,999;NaN;-;-;14/09/2016;MAGE;RJ;Gasolina
Posto Surui Ltda;Estrada Rio Mage, S/n Br 464 - Km 16,5;Surui;RAIZEN;3,999;NaN;-;-;14/09/2016;MAGE;RJ;Gasolina
Posto de Gasolina Verdes Mares Ltda;Rodovia Br 101, S/n Km 30,3;Muriqui;PETROBRAS DISTRIBUIDORA S.A.;3,899;3.425;CIF;-;13/09/2016;MANGARATIBA;RJ;Gasolina
Posto de Gasolina Barão de Muriqui Ltda- Me;Rua Parana, 8;Muriqui;BRANCA;3,899;3.27;FOB;TOBRAS;13/09/2016;MANGARATIBA;RJ;Gasolina
Posto Diana de Itacuruça Ltda.;Rodovia Br 101, S/n Km 416;Itacuruça;PETROBRAS DISTRIBUIDORA S.A.;3,999;3.359;FOB;-;13/09/2016;MANGARATIBA;RJ;Gasolina
Posto Cidade Mangaratiba Ltda;Rua Coronel Moreira da Silva, 45;Centro;IPIRANGA;3,999;3.57;FOB;-;13/09/2016;MANGARATIBA;RJ;Gasolina
Posto de Gasolina Almirante de Itacuruça Ltda - Me;Rua Coronel Moreira da Silva, 304 Loja A;Itacuruçá;BRANCA;3,999;3.27;FOB;TOBRAS;13/09/2016;MANGARATIBA;RJ;Gasolina
Posto de Gasolina Rio Santos de Conceição de Jacareí Lt;Rodovia Rio Santos, S/n Quadra 10 , Lotes 4,5 e 6;Conceição de Jacareí;IPIRANGA;3,999;3.57;FOB;-;13/09/2016;MANGARATIBA;RJ;Gasolina
Posto de Gasolina Itacuruçá Ltda.;Rua Evelina, 30;Itacuruçá;IPIRANGA;4,199;3.652;FOB;-;13/09/2016;MANGARATIBA;RJ;Gasolina
Naf Itacuruça Posto de Abastecimento Ltda.;Rua Marina Porto Itacuruça, S/n 3º Distrito;Itacuruçá;PETROBRAS DISTRIBUIDORA S.A.;4,399;NaN;-;-;13/09/2016;MANGARATIBA;RJ;Gasolina
Posto Darsena Ltda;Rodovia Rio Santos, S/n Km 454 Antigo 64;Centro;IPIRANGA;4,799;3.652;FOB;-;13/09/2016;MANGARATIBA;RJ;Gasolina
Auto Posto Sentido do Mar Ltda;Rodovia Amaral Peixoto, S/n Km 14;Inoã;BRANCA;3,599;NaN;-;-;13/09/2016;MARICA;RJ;Gasolina
Posto 318 Revenda de Combustíveis Ltda.;Rodovia Amaral Peixoto, S/n Km 14, Lote 02, Quadra 05;Inoã;BRANCA;3,649;NaN;-;-;13/09/2016;MARICA;RJ;Gasolina
Rede Osorios de Maricá Comércio de Gas Natural Comprimido Ltda.;Rua José Barbosa Cunha, S/nº Lote 2, Quadra A;Loteamento Recanto dos Reis;IPIRANGA;3,699;NaN;-;-;13/09/2016;MARICA;RJ;Gasolina
Irmãos Maturana Ltda;Rodovia Amaral Peixoto, S/n Km 28;Itapeba;RAIZEN;3,879;NaN;-;-;13/09/2016;MARICA;RJ;Gasolina
Auto Posto e Serviço M J M de Maricá Ltda.;Rodovia Amaral Peixoto - Km 22,5, S/n;Itapeba;RAIZEN;3,899;3.465;CIF;-;13/09/2016;MARICA;RJ;Gasolina
Posto Mar Azul Ltda;Avenida Vereador Francisco Sabino da Costa, S/n;Mombuca;IPIRANGA;3,899;3.56;CIF;-;13/09/2016;MARICA;RJ;Gasolina
Posto Aleluia Ii Ltda;Rodovia Amaral Peixoto, S/n Km 16 Lote 06 Quadra 09;Chácaras de Inoã - Rua Gilma S Duarte;PETROBRAS DISTRIBUIDORA S.A.;3,899;3.397;CIF;-;13/09/2016;MARICA;RJ;Gasolina
Posto Aleluia Ltda.;Estrada Amaral Peixoto, S/n Km 16;Inoã;PETROBRAS DISTRIBUIDORA S.A.;3,899;3.396;CIF;-;12/09/2016;MARICA;RJ;Gasolina
Posto dos Motoristas Comércio de Combustíveis Ltda;Avenida Roberto Silveira, 93;Centro;IPIRANGA;3,899;3.56;CIF;-;12/09/2016;MARICA;RJ;Gasolina
Auto Posto Villa Rosa Ltda;Estrada de Itaipuaçu, 2059;Itaipuaçu;BRANCA;3,999;NaN;-;-;13/09/2016;MARICA;RJ;Gasolina
Rhesus - Rio Auto Posto Ltda.;Avenida Getulio Vargas, 215 / 315;Olinda;BRANCA;3,689;3.293;CIF;PETROBRAS DISTRIBUIDORA S.A.;12/09/2016;NILOPOLIS;RJ;Gasolina
Auto Posto Nilópolis Ltda.;Avenida Getúlio de Moura, 13;Olinda;BRANCA;3,689;3.293;CIF;RODOPETRO;12/09/2016;NILOPOLIS;RJ;Gasolina
Posto Nossa Senhora Aparecida Ltda;Estrada Getulio Moura, 2075;Centro;BRANCA;3,689;3.293;CIF;PETROBRAS DISTRIBUIDORA S.A.;12/09/2016;NILOPOLIS;RJ;Gasolina
Auto Posto do Trabalho de Nilópolis Ltda.;Estrada Roberto Silveira, 1078;Olinda;RAIZEN;3,899;3.353;CIF;-;12/09/2016;NILOPOLIS;RJ;Gasolina
Auto Serviço Posto Hermom Ltda;Estrada Getulio Vargas, 807;Nilópolis;ALESAT;3,989;3.498;CIF;-;12/09/2016;NILOPOLIS;RJ;Gasolina
Posto 15 de Combustiveis Ltda;Avenida Getulio de Moura, 2385 2387;Centro;RAIZEN;3,999;NaN;-;-;12/09/2016;NILOPOLIS;RJ;Gasolina
Cock Pit Posto de Gasolina Ltda.;Rua dos Expedicionarios, 190;Centro;RAIZEN;3,999;3.511;CIF;-;12/09/2016;NILOPOLIS;RJ;Gasolina
Carlan Oleo e Combustivel Ltda;Alameda Sao Boaventura, 1119 0;Fonseca;BRANCA;3,599;3.24;FOB;76 OIL;14/09/2016;NITEROI;RJ;Gasolina
Auto Posto Natu Ltda;Estrada Francisco da Cruz Neves, 56;Itaipu;BRANCA;3,649;3.24;FOB;76 OIL;14/09/2016;NITEROI;RJ;Gasolina
Posto Grotao Ltda;Estrada Francisco da Cruz Nunes, 3649 Lote 154;Itaipu;PETROBRAS DISTRIBUIDORA S.A.;3,689;3.388;FOB;-;14/09/2016;NITEROI;RJ;Gasolina
Nitgás do Brasil Posto de Gás Natural Veicular Ltda.;Alameda Sao Boaventura, 343;Fonseca;BRANCA;3,698;3.269;FOB;TOBRAS;14/09/2016;NITEROI;RJ;Gasolina
Posto Monsenhor Escriva Ltda;Alameda Sao Boaventura, 246;Fonseca;RAIZEN;3,699;3.409;FOB;-;14/09/2016;NITEROI;RJ;Gasolina
Daril Postos de Serviços Ltda;Alameda Sao Boaventura, 254 0;Fonseca;PETROBRAS DISTRIBUIDORA S.A.;3,699;3.424;FOB;-;14/09/2016;NITEROI;RJ;Gasolina
Auto Posto Vancouver Ltda;Estrada Francisco da Cruz Nunes, 915 Lote 3-a;Pendotiba;PETROBRAS DISTRIBUIDORA S.A.;3,788;3.403;FOB;-;14/09/2016;NITEROI;RJ;Gasolina
Posto de Abastecimento dos Geranios Ltda;Avenida Central, S/n Lt 1,32 Qd. 1;Itaipu;PETROBRAS DISTRIBUIDORA S.A.;3,789;3.448;FOB;-;14/09/2016;NITEROI;RJ;Gasolina
Posto Monza Ltda;Estrada Francisco da Cruz Nunes Filho, 2314;Itaipu;RAIZEN;3,799;3.351;FOB;-;14/09/2016;NITEROI;RJ;Gasolina
Comercial Charitas de Petroleo Ltda;Avenida Quintino Bocaiuva, 417 0;Charitas;PETROBRAS DISTRIBUIDORA S.A.;3,799;3.426;FOB;-;14/09/2016;NITEROI;RJ;Gasolina
Posto Niteroi 400 Ltda;Avenida Rui Barbosa, 408;São Francisco;BRANCA;3,799;3.325;FOB;TOBRAS;14/09/2016;NITEROI;RJ;Gasolina
São Bento de Itaipu Auto Posto Ltda;Rua 10, S/n Lote 13a Quadra 18;Itaipu;PETROBRAS DISTRIBUIDORA S.A.;3,799;3.383;FOB;-;14/09/2016;NITEROI;RJ;Gasolina
Auto Posto O. L. Ltda;Alm  Sao Boa Aventura, 819;Fonseca;PETROBRAS DISTRIBUIDORA S.A.;3,899;3.404;CIF;-;14/09/2016;NITEROI;RJ;Gasolina
Auto Posto Maralegre Ltda;Avenida Almirante Tamandare, 665 0;Piratininga;PETROBRAS DISTRIBUIDORA S.A.;3,979;3.402;CIF;-;14/09/2016;NITEROI;RJ;Gasolina
Rede Osório's 410 de Niterói Comércio de Gnv Ltda;Avenida Rui Barbosa, 410;São Francisco;BRANCA;3,997;3.55;CIF;DPPI;14/09/2016;NITEROI;RJ;Gasolina
Auto Serviço Cachoeira Ltda;Rua Araribóia, 271;São Francisco;PETROBRAS DISTRIBUIDORA S.A.;3,998;3.433;CIF;-;14/09/2016;NITEROI;RJ;Gasolina
Real Oceanico Posto de Gasolina Ltda - Me;Estrada Francisco da Cruz Nunes, 4946;Piratininga;IPIRANGA;3,999;3.55;FOB;-;14/09/2016;NITEROI;RJ;Gasolina
Posto Jardim Uba Ltda;Estrada Francisco da Cruz Nunes, 5874 0;Piratininga;RAIZEN;3,999;3.423;CIF;-;14/09/2016;NITEROI;RJ;Gasolina
Posto de Gasolina Tocantins Ltda.;Avenida Rui Barbosa, 539;São Francisco;PETROBRAS DISTRIBUIDORA S.A.;3,999;3.408;CIF;-;14/09/2016;NITEROI;RJ;Gasolina
Bill Stop Combustiveis Ltda;Estrada Francisco da Cruz Nunes, 9163;Itaipu;IPIRANGA;4,099;3.56;FOB;-;14/09/2016;NITEROI;RJ;Gasolina
Posto de Gasolina Caçulinha Ltda;Praca Getulio Vargas, 164;Centro;BRANCA;3,539;NaN;-;-;13/09/2016;NOVA FRIBURGO;RJ;Gasolina
Posto Chácara do Paraíso Abastecimento e Serviços Ltda;Avenida Eugênio Gaiser, 652;Chácara do Paraíso;BRANCA;3,539;3.287;CIF;ZEMA;13/09/2016;NOVA FRIBURGO;RJ;Gasolina
Posto Vila Guarani Ltda;Avenida Emil Cleff, 71;Ypu;BRANCA;3,549;3.265;CIF;DIRECIONAL;13/09/2016;NOVA FRIBURGO;RJ;Gasolina
Auto Posto Campo do Coelho;Rua Antonio Mario de Azevedo, 12136;Campo do Coelho;IPIRANGA;3,689;NaN;-;-;13/09/2016;NOVA FRIBURGO;RJ;Gasolina
Posto de Gasolina Duas Pedras Ltda;Avenida Engenheiro Hans Gaiser, 142;Duas Pedras;IPIRANGA;3,849;NaN;-;-;13/09/2016;NOVA FRIBURGO;RJ;Gasolina
Posto Rio Grandina Ltda;Rua Capitao Bento Jose Veloso, 191 Pte;Rio Grandina;ALESAT;3,86;3.381;CIF;-;13/09/2016;NOVA FRIBURGO;RJ;Gasolina
Posto Vovô Baião Ltda.;Rodovia Rj 148  - Estrada Cons. Paulino Riograndina, S/n Área 2 A;Conselheiro Paulino;RAIZEN;3,869;3.52;CIF;-;13/09/2016;NOVA FRIBURGO;RJ;Gasolina
Posto Mury Ltda;Avenida Walter Machado Thedin, 284;Mury;BRANCA;3,88;NaN;-;-;13/09/2016;NOVA FRIBURGO;RJ;Gasolina
M. Thurler  e Cia Ltda;Praca Rotary, 22;Olaria;RAIZEN;3,89;NaN;-;-;13/09/2016;NOVA FRIBURGO;RJ;Gasolina
Posto Santo Antonio Ltda;Avenida Julio Antonio Thurler, 41;Olaria;RAIZEN;3,89;3.49;CIF;-;13/09/2016;NOVA FRIBURGO;RJ;Gasolina
Posto de Gasolina Fribourg Ltda;Avenida Engenheiro Hans Gaiser, 148;Centro;PETROBRAS DISTRIBUIDORA S.A.;3,989;3.408;CIF;-;13/09/2016;NOVA FRIBURGO;RJ;Gasolina
Auto Posto Almeida de Friburgo Ltda;Avenida Antonio Mario de Azevedo, 18800;Conquista;IPIRANGA;3,99;NaN;-;-;13/09/2016;NOVA FRIBURGO;RJ;Gasolina
Posto Saturno Ltda;Avenida Euterpe Friburguense, 151;Centro;PETROBRAS DISTRIBUIDORA S.A.;3,998;3.516;CIF;-;13/09/2016;NOVA FRIBURGO;RJ;Gasolina
Lumiar Combustíveis e Materiais de Construção Ltda.;Estrada de Lumiar, S/n 0;Lumiar;BRANCA;4,099;NaN;-;-;13/09/2016;NOVA FRIBURGO;RJ;Gasolina
Carrefour Comercio e Industria Ltda;Rua Alan Kardec, 464 Parte;Maria da Luz;RAIZEN;3,649;NaN;-;-;12/09/2016;NOVA IGUACU;RJ;Gasolina
Sendas Distribuidora S/a;Avenida Presidente Tancredo Neves, 3424 Antiga Avenida Guadalajara;Centro;BRANCA;3,649;NaN;-;-;12/09/2016;NOVA IGUACU;RJ;Gasolina
Imperial Auto Posto Ltda;Rodovia Presidente Dutra, S/n Km 180;Posse;RAIZEN;3,669;3.383;CIF;-;12/09/2016;NOVA IGUACU;RJ;Gasolina
Mata Virgem Auto Serviço Ltda;Rodovia Presidente Dutra, 21099 0;Comendador Soares;BRANCA;3,699;3.235;CIF;76 OIL;12/09/2016;NOVA IGUACU;RJ;Gasolina
Makro Atacadista Sociedade Anonima;Rodovia Presidente Dutra, S/n Área 1;Comendador Soares;PETROBRAS DISTRIBUIDORA S.A.;3,699;3.377;CIF;-;12/09/2016;NOVA IGUACU;RJ;Gasolina
Posto de Gasolina Amigao da Dutra Ltda;Rodovia Presidente Dutra, S/n Km 181,5;Comendador Soares;RAIZEN;3,699;NaN;-;-;12/09/2016;NOVA IGUACU;RJ;Gasolina
Auto Posto Paddock Club Ltda;Rua Doutor Barros Junior, 899;Centro;RAIZEN;3,799;3.39;CIF;-;12/09/2016;NOVA IGUACU;RJ;Gasolina
Posto Alto da Posse Comercio de Combustivel Ltda;Estrada do Ambai, 440;Posse;BRANCA;3,799;NaN;-;-;12/09/2016;NOVA IGUACU;RJ;Gasolina
Box 1000 Posto de Serviços Ltda;Avenida Nilo Peçanha, 1380;Centro;RAIZEN;3,819;3.41;CIF;-;12/09/2016;NOVA IGUACU;RJ;Gasolina
Posto de Gasolina Bar e Restaurante Imperatriz Ltda.;Rodovia Presidente Dutra, 17869 Km 17,5;Posse;RAIZEN;3,889;3.345;FOB;-;12/09/2016;NOVA IGUACU;RJ;Gasolina
Posto de Gasolina Quintella Ltda;Estrada do Ambai, 54;Posse;BRANCA;3,899;3.343;CIF;ALE COMBUSTÍVEIS;12/09/2016;NOVA IGUACU;RJ;Gasolina
Realeza de Iguaçu Comb. e Pneus Ltda;Avenida Governador Roberto Silveira, 1366;Posse;PETROBRAS DISTRIBUIDORA S.A.;3,899;3.397;FOB;-;12/09/2016;NOVA IGUACU;RJ;Gasolina
Amigo da Rodovia Auto Posto Ltda.;Rodovia Presidente Dutra, 22.251;Comendador Soares;PETROBRAS DISTRIBUIDORA S.A.;3,899;NaN;-;-;12/09/2016;NOVA IGUACU;RJ;Gasolina
Posto Sao Caetano Ltda;Rodovia Presidente Dutra, S/n Km 185;Austin;BRANCA;3,979;3.474;CIF;DPPI;12/09/2016;NOVA IGUACU;RJ;Gasolina
Monza Comércio de Petroleo e Derivados Ltda;Rua Jose Luiz da Silva, 151;Austin;BRANCA;3,989;3.225;CIF;76 OIL;12/09/2016;NOVA IGUACU;RJ;Gasolina
Posto Missões 1 Ltda- Me;Rua Henrique Duque Estrada Mayer -  (ex-ambaí), 693;Posse;ALESAT;3,999;NaN;-;-;12/09/2016;NOVA IGUACU;RJ;Gasolina
Posto de Combustiveis Point de Nova Iguacu Ltda;Estrada Antiga Rio Sao Paulo, Br 465, 149 Km    32;Parque Sao Francisco;IPIRANGA;4,137;3.473;CIF;-;12/09/2016;NOVA IGUACU;RJ;Gasolina
Auto Posto Vela Mar Ltda;Rodovia Governador Mario Covas, S/n Km 534,300 Mts;Mambucaba;PETROBRAS DISTRIBUIDORA S.A.;4,149;3.527;CIF;-;14/09/2016;PARATY;RJ;Gasolina
Caminho do Ouro de Paraty Auto Posto Ltda;Avenida Roberto Silveira, S/n Lote 1 - Quadra Q;Portão de Ferro;ALESAT;4,169;3.435;CIF;-;14/09/2016;PARATY;RJ;Gasolina
Auto Posto Cidade Historica de Paraty Ltda;Avenida Roberto Silveira, 497;Chacara;BRANCA;4,189;NaN;-;-;14/09/2016;PARATY;RJ;Gasolina
Posto Rio dos Meros Ltda.;Avenida Roberto Silveira, S/n Qd. B Lt. 01;Parque Ype;IPIRANGA;4,289;3.6;CIF;-;14/09/2016;PARATY;RJ;Gasolina
Enseada Boa Vista Marina e Transporte Ltda;Praia da Boa Vista Rodovia Br 101, S/n Km 578,7;Primeiro Distrito;ALE COMBUSTÍVEIS;4,299;NaN;-;-;14/09/2016;PARATY;RJ;Gasolina
Porto Imperial Comércio de Combustíveis Ltda.;Rodovia Rio Santos - Br 101, S/n Km 578 - Loteamento Jardim Renascença;Boa Vista;PETROBRAS DISTRIBUIDORA S.A.;4,399;NaN;-;-;14/09/2016;PARATY;RJ;Gasolina
Auto Posto Estrada Mineira Ltda.;Rua Vigario Correa, 608 I;Correas;BRANCA;3,79;3.357;CIF;ALE COMBUSTÍVEIS;12/09/2016;PETROPOLIS;RJ;Gasolina
Posto Regente Ltda;Rua Coronel Veiga, 1271 0;Centro;BRANCA;3,799;NaN;-;-;12/09/2016;PETROPOLIS;RJ;Gasolina
Auto Posto Ngf Ltda.;Estrada União e Indústria, 3031;Correas;BRANCA;3,849;NaN;-;-;12/09/2016;PETROPOLIS;RJ;Gasolina
Auto Posto Dona Isabel Ltda;Rua Doutor Earp, 555;Morin;BRANCA;3,899;NaN;-;-;12/09/2016;PETROPOLIS;RJ;Gasolina
Auto Posto São Judas Tadeu Ltda.;Rua Mosela, 699;Mosela;BRANCA;3,999;NaN;-;-;12/09/2016;PETROPOLIS;RJ;Gasolina
Auto Posto Gás Tudo Móvel Ltda.;Rua General Rondon, 880/890;Quitandinha;BRANCA;3,999;NaN;-;-;12/09/2016;PETROPOLIS;RJ;Gasolina
Auto Posto Mecânica Coronel Veiga Ltda.;Rua Coronel Veiga, 259;Centro;RAIZEN;3,999;NaN;-;-;12/09/2016;PETROPOLIS;RJ;Gasolina
Posto Amarelinho de Petrópolis Ltda.;Rua Teresa, 1114;Alto da Serra;BRANCA;3,999;3.419;CIF;RAIZEN;12/09/2016;PETROPOLIS;RJ;Gasolina
Auto Posto Bonsucesso Ltda.;Estrada União e Indústria, 8425;Bonsucesso;IPIRANGA;4,049;3.526;CIF;-;12/09/2016;PETROPOLIS;RJ;Gasolina
Auto Posto Vale do Samambaia Ltda.;Avenida Vereador Oaulo Maurity, 1441;Roseiral;RAIZEN;4,049;NaN;-;-;12/09/2016;PETROPOLIS;RJ;Gasolina
Borracheiro e Posto de Abastecimento Ltda.;Estrada União Indústrial, 11325;Itaipava;ALESAT;4,095;3.54;CIF;-;12/09/2016;PETROPOLIS;RJ;Gasolina
Barenco & Coelho Ltda;Estrada Uniao Industrial, 19386;Pedro do Rio;ALESAT;4,099;3.515;CIF;-;13/09/2016;PETROPOLIS;RJ;Gasolina
Posto de Serviço Nino S Ltda;Avenida Barao do Rio Branco, 10 0;Centro;IPIRANGA;4,099;NaN;-;-;12/09/2016;PETROPOLIS;RJ;Gasolina
Dumas & Damiao Combustiveis Ltda;Estrada Uniao e Industria, 2058;Correas;BRANCA;4,099;3.507;CIF;DPPI;12/09/2016;PETROPOLIS;RJ;Gasolina
Ipi Center Ltda;Rua Treze de Maio, 135 Loja 3;Centro;IPIRANGA;4,099;NaN;-;-;12/09/2016;PETROPOLIS;RJ;Gasolina
Preditiva de Petropolis Auto Posto Ltda;Rua Montecaseros, 101;Centro;PETROBRAS DISTRIBUIDORA S.A.;4,099;NaN;-;-;12/09/2016;PETROPOLIS;RJ;Gasolina
Dumas & Damiao Combustiveis Ltda;Estrada Uniao Industria, 4500;Correas;BRANCA;4,099;3.469;CIF;PETROBRAS DISTRIBUIDORA S.A.;12/09/2016;PETROPOLIS;RJ;Gasolina
Posto Maria Cumprida Ltda;Estrada Bernardo Coutinho, 1300;Araras;ALE COMBUSTÍVEIS;4,099;3.499;CIF;-;12/09/2016;PETROPOLIS;RJ;Gasolina
Posto Pinheirinho de Resende Ltda;Rodovia Presidente Dutra, S/n Km 300;Fazenda da Barra;PETROBRAS DISTRIBUIDORA S.A.;3,759;NaN;-;-;13/09/2016;RESENDE;RJ;Gasolina
Luemon Comércio de Combustível Ltda.;Rodovia Presidente Dutra, S/n Km 304;Paraíso;IPIRANGA;3,899;NaN;-;-;13/09/2016;RESENDE;RJ;Gasolina
Paraiso Lubrificantes Ltda;Rodovia Presidente Dutra, S/n Km 305;Paraíso;RAIZEN;3,908;NaN;-;-;13/09/2016;RESENDE;RJ;Gasolina
Auto Posto Lelo Resende Ltda;Avenida Marcilio Dias, 465;Jardim Jalisco;RAIZEN;3,959;3.53;CIF;-;13/09/2016;RESENDE;RJ;Gasolina
Posto Resende Ltda;Avenida Saturnino Braga, 212;Centro;RAIZEN;3,959;3.4;CIF;-;13/09/2016;RESENDE;RJ;Gasolina
Auto Posto Mr Ltda.;Avenida General Afonseca, 660;Manejo;ALESAT;3,959;NaN;-;-;13/09/2016;RESENDE;RJ;Gasolina
Auto Posto Floresta Ltda;Rodovia Presidente Dutra, S/n Km 300;Fazenda da Barra;PETROBRAS DISTRIBUIDORA S.A.;3,99;NaN;-;-;13/09/2016;RESENDE;RJ;Gasolina
Bd-2 Auto Posto Ltda.;Avenida Presidente Vargas, 301;Campos Elíseos;RAIZEN;3,997;NaN;-;-;13/09/2016;RESENDE;RJ;Gasolina
Centro Automotivo Big -jalisco de Resende Ltda.;Rua João Ferreira Pinto, S/n;Jardim Jalisco;PETROBRAS DISTRIBUIDORA S.A.;3,999;NaN;-;-;13/09/2016;RESENDE;RJ;Gasolina
Posto Monte Castelo de Resende Ltda.;Rua Tenente-coronel Adalberto Mendes, 274 Esquina C/rua Fabiano Barreto;Manejo;PETROBRAS DISTRIBUIDORA S.A.;3,999;3.35;FOB;-;13/09/2016;RESENDE;RJ;Gasolina
Posto de Agulhas Negras Ltda;Praca da Concordia, 60;Centro;IPIRANGA;4,079;NaN;-;-;13/09/2016;RESENDE;RJ;Gasolina
Posto Rio Estoril Ltda;Rodovia Br 101, S/n Km 264;1º Distrito;BRANCA;3,739;NaN;-;-;13/09/2016;RIO BONITO;RJ;Gasolina
Shopping Via Lagos Ltda;Rodovia Rj 124, S/n Km 22,5 - Via Lagos;Latino Melo;PETROBRAS DISTRIBUIDORA S.A.;3,799;3.377;CIF;-;13/09/2016;RIO BONITO;RJ;Gasolina
Auto Posto Ferraz Ltda - Epp;Avenida Joao Caetano, 600;Praca Cruzeiro;PETROBRAS DISTRIBUIDORA S.A.;3,799;NaN;-;-;13/09/2016;RIO BONITO;RJ;Gasolina
Auto Posto Rio Bonito Ltda;Rua Doutor Mattos, 441;Centro;RAIZEN;3,899;NaN;-;-;13/09/2016;RIO BONITO;RJ;Gasolina
Rio Bonito 2000 Combustiveis Ltda;Avenida Desembargador Ademario A. de Mendonca, 111;Centro;BRANCA;3,899;NaN;-;-;13/09/2016;RIO BONITO;RJ;Gasolina
Auto Posto Sambe Ltda;Avenida Martinho Almeida, 350;Praca Cruzeiro;IPIRANGA;3,899;NaN;-;-;13/09/2016;RIO BONITO;RJ;Gasolina
Auto Posto Mug Ltda.;Rua Doutor Mattos, S/n;Centro;RAIZEN;3,999;NaN;-;-;13/09/2016;RIO BONITO;RJ;Gasolina
Auto Posto Pinto e Araújo Ltda;Estrada do Monteiro, 614;Campo Grande;BRANCA;3,55;3.23;CIF;76 OIL;13/09/2016;RIO DE JANEIRO;RJ;Gasolina
Foz de Iguassu Auto Posto Ltda;Avenida Vicente de Carvalho, 355 0;Vicente de Carvalho;BRANCA;3,599;NaN;-;-;13/09/2016;RIO DE JANEIRO;RJ;Gasolina
Auto Posto Ml de Ana Neri Ltda.;Rua Ana Neri, 282;Benfica;BRANCA;3,649;3.304;CIF;RAIZEN;13/09/2016;RIO DE JANEIRO;RJ;Gasolina
Rainbow Comercio de Combustiveis Eireli - Epp;Rua Joao Vicente,, 1400;Bento Ribeiro;BRANCA;3,654;NaN;-;-;13/09/2016;RIO DE JANEIRO;RJ;Gasolina
Auto Posto Parada da Praça Ltda;Avenida Santa Cruz, 5450;Bangu;BRANCA;3,679;3.265;FOB;76 OIL;13/09/2016;RIO DE JANEIRO;RJ;Gasolina
Sendas Distribuidora S/a;Estrada da Agua Grande, 729 Parte;Irajá;BRANCA;3,679;3.418;CIF;RAIZEN;13/09/2016;RIO DE JANEIRO;RJ;Gasolina
Posto de Gasolina N. S. da Penha;Avenida Braz de Pina, 253;Penha;BRANCA;3,689;NaN;-;-;13/09/2016;RIO DE JANEIRO;RJ;Gasolina
Auto Posto Amigos de Rocha Miranda Ltda.;Rua Doutor Luis Bicalho, 511;Rocha Miranda;BRANCA;3,699;3.225;FOB;76 OIL;13/09/2016;RIO DE JANEIRO;RJ;Gasolina
Posto de Gasolina Alegria da Vila da Penha Ltda.;Avenida Braz de Pina, 1242;Vila da Penha;ALESAT;3,699;NaN;-;-;13/09/2016;RIO DE JANEIRO;RJ;Gasolina
Auto Posto Ps Guerra Ltda.;Avenida Santa Cruz, 11930;Senador Vasconcelos;BRANCA;3,699;3.255;CIF;76 OIL;13/09/2016;RIO DE JANEIRO;RJ;Gasolina
Posto de Gasolina Malvino Reis  Ltda;Rua Barao do Bom Retiro, 2140;Grajaú;BRANCA;3,699;3.22;FOB;76 OIL;13/09/2016;RIO DE JANEIRO;RJ;Gasolina
Posto de Gasolina Varonel Ltda;Rua Monsenhor Felix, 682;Irajá;BRANCA;3,699;3.298;FOB;ZEMA;13/09/2016;RIO DE JANEIRO;RJ;Gasolina
Posto Jurua Ltda;Estrada Vicente de Carvalho, 958;Vicente de Carvalho;BRANCA;3,699;3.324;CIF;ZEMA;13/09/2016;RIO DE JANEIRO;RJ;Gasolina
Posto de Gasolina Meridiano Ltda;Rua Joao Vicente, 41;Madureira;BRANCA;3,699;3.255;CIF;76 OIL;13/09/2016;RIO DE JANEIRO;RJ;Gasolina
Posto de Gasolina Nova Rainha de Inhauma Ltda.;Rua Engenho da Rainha, 432;Engenho da Rainha;RAIZEN;3,699;3.255;FOB;-;13/09/2016;RIO DE JANEIRO;RJ;Gasolina
Posto de Gasolina Laguna Beach 1 Ltda;Estrada Adhemar Bebiano, 3812 Lts. 1, 2 e 3 - do Pa 10152;Engenho da Rainha;BRANCA;3,699;NaN;-;-;13/09/2016;RIO DE JANEIRO;RJ;Gasolina
Posto de Gasolina Nobre Ltda.;Avenida Vicente de Carvalho, 1081;Vila da Penha;BRANCA;3,699;3.27;FOB;TOBRAS;13/09/2016;RIO DE JANEIRO;RJ;Gasolina
Posto de Gasolina Jaguar do Anil Ltda.;Avenida Tenente Coronel Muniz Aragão, 1240;Anil;BRANCA;3,759;3.265;FOB;TOBRAS;13/09/2016;RIO DE JANEIRO;RJ;Gasolina
Posto de Serviço Marechal Mascarenhas de Moraes Ltda;Avenida Duque de Caxias, S/n Esquerda Rua São Sebastião;Deodoro;BRANCA;3,799;3.21;FOB;76 OIL;13/09/2016;RIO DE JANEIRO;RJ;Gasolina
Posto e Garage Maior da Praça Ltda.;Rua Candido Benicio, 2045;Jacarepaguá;RAIZEN;3,799;3.457;CIF;-;13/09/2016;RIO DE JANEIRO;RJ;Gasolina
